sampleID,HD10,HD11,HD12,HD13,HD14,HD15,HD16,HD17,HD18,HD19,HD1,HD20,HD21,HD22,HD23,HD24,HD25,HD26,HD27,HD28,HD29,HD2,HD30,HD31,HD32,HD33,HD34,HD35,HD36,HD37,HD38,HD39,HD3,HD40,HD41,HD42,HD43,HD44,HD45,HD46,HD47,HD48,HD49,HD4,HD50,HD51,HD52,HD53,HD54,HD55,HD56,HD57,HD58,HD59,HD5,HD60,HD61,HD62,HD63,HD64,HD65,HD66,HD67,HD68,HD69,HD6,HD70,HD71,HD72,HD73,HD74,HD75,HD76,HD77,HD78,HD79,HD7,HD80,HD81,HD82,HD83,HD8,HD9,HV10,HV11,HV12,HV13,HV14,HV15,HV16,HV17,HV18,HV19,HV1,HV20,HV21,HV22,HV23,HV24,HV25,HV26,HV27,HV28,HV29,HV2,HV30,HV31,HV3,HV4,HV5,HV6,HV7,HV8,HV9,LD10,LD11,LD12,LD13,LD14,LD15,LD17,LD18,LD19,LD1,LD20,LD21,LD22,LD23,LD24,LD25,LD26,LD27,LD28,LD29,LD2,LD30,LD31,LD32,LD34,LD35,LD36,LD37,LD38,LD39,LD3,LD40,LD41,LD42,LD43,LD44,LD46,LD47,LD48,LD49,LD4,LD50,LD51,LD52,LD53,LD54,LD55,LD56,LD57,LD58,LD59,LD5,LD60,LD61,LD62,LD63,LD64,LD65,LD66,LD67,LD68,LD69,LD6,LD70,LD71,LD72,LD73,LD74,LD75,LD76,LD77,LD78,LD79,LD7,LD80,LD81,LD82,LD83,LD84,LD85,LD86,LD87,LD88,LD89,LD8,LD90,LD91,LD92,LD93,LD94,LD95,LD96,LD97,LD98,LD9,LV10,LV11,LV13,LV14,LV15,LV16,LV17,LV18,LV19,LV1,LV20,LV21,LV22,LV23,LV24,LV25,LV2,LV3,LV4,LV5,LV6,LV7,LV8
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_5_2_54FAA|t__GCF_000163515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066,0,0,0,0,0.00065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05603,0,0,0,0,0.00401,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_dolichum,0,0,0,0,0.04526,0,0,0,0,0,0.00998,0.10507,0.00263,0,0.00189,0,0,0,0,0,0.00888,0,0,1.12119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00095,0,0,0,0,0,0,0.00431,0.02418,0,0,0,0,0,0.04872,0,0.0642,0,0,0.12329,0,0,0,0,0,0,0,0,0,0,0,0,0.0294,0.02892,0,0,0,0,0,0.00694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193,0,0,0,0,0,0,0,0,0.05862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00076,0.00523,0,0,0,0,0,0,0,0,0,0,0.00233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_dolichum|t__GCF_000154285,0,0,0,0,0.04526,0,0,0,0,0,0.00998,0.10507,0.00263,0,0.00189,0,0,0,0,0,0.00888,0,0,1.12119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00095,0,0,0,0,0,0,0.00431,0.02418,0,0,0,0,0,0.04872,0,0.0642,0,0,0.12329,0,0,0,0,0,0,0,0,0,0,0,0,0.0294,0.02892,0,0,0,0,0,0.00694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193,0,0,0,0,0,0,0,0,0.05862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00076,0.00523,0,0,0,0,0,0,0,0,0,0,0.00233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_sp_AP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_sp_AP2|t__GCF_000327285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_unclassified,0,0.01152,0.00357,0,0,0.00374,0.00079,0,0.00436,0.00333,0,0,0.00124,0.00805,0.02804,0,0,0,0,0.00135,0,0,0,0,0.00421,0,0.02341,0.00276,0.10822,0,0.01439,0,0,0,0,0,0,0,0,0.01295,0,0.00014,0,0.00509,0.01829,0.00774,0.02471,0.00096,0,0.00645,0.00148,0.01844,0.01011,0,0.03267,0.01418,0.01522,0.00686,0.0016,0.01674,0,0,0.01542,0,0.00271,0,0,0.01419,0.01731,0.01484,0,0.00938,0,0.00261,0,0,0,0,0,0,0,0.01503,0.01264,0.01195,0,0,0.00407,0,0,0.01877,0.00303,0,0,0,0.0058,0.00254,0,0,0,0.01325,0.00078,0,0.07606,0,0,0.00546,0,0,0,0,0.03696,0,0,0,0,0,0,0.00383,0,0.01911,0.00152,0.00153,0,0.04532,0,0,0,0.01962,0.03989,0.00085,0,0,0.00137,0.00353,0,0,0,0.00075,0.06476,0,0,0.02146,0,0,0.05741,0,0,0,0,0.00126,0.0008,0,0,0,0,0.00251,0,0.00896,0,0.04224,0,0,0,0,0.02334,0,0,0,0,0,0,0.00424,0,0,0,0,0,0.01508,0,0,0,0,0,0,0,0,0,0,0,0,0.02782,0,0,0.00732,0.0047,0.00535,0,0,0,0,0,0.01055,0,0.00304,0.02711,0.00558,0.01468,0,0.05834,0,0,0,0,0,0,0,0,0,0.0384,0,0,0,0,0,0.00651,0.22389,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_sp_BV3L6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_sp_BV3L6|t__GCF_000468835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Anaeroglobus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00678,0,0,0,0,0,0,0,0,0.0472,0.00597,0,0,0,0,0,0,0,0,0.00408,0,0,0,0.01061,0.03986,0,0.00267,0,0,0.00731,0.00084,0.01452,0,0.00171,0,0,0,0,0,0,0.00362,0,0,0,0,0,0,0.00038,0,0,0,0,0,0,0,0,0,0,0.00248,0,0,0.01735,0,0.00389,0.02912,0,0,0.04555,0.00147,0.00186,0.01018,0.00067,0,0.00681,0,0.02328,0.02353,0,0,0,0.01124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085,0,0,0,0,0,0,0.7944,0,0.00484,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Anaeroglobus|s__Anaeroglobus_geminatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00678,0,0,0,0,0,0,0,0,0.0472,0.00597,0,0,0,0,0,0,0,0,0.00408,0,0,0,0.01061,0.03986,0,0.00267,0,0,0.00731,0.00084,0.01452,0,0.00171,0,0,0,0,0,0,0.00362,0,0,0,0,0,0,0.00038,0,0,0,0,0,0,0,0,0,0,0.00248,0,0,0.01735,0,0.00389,0.02912,0,0,0.04555,0.00147,0.00186,0.01018,0.00067,0,0.00681,0,0.02328,0.02353,0,0,0,0.01124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085,0,0,0,0,0,0,0.7944,0,0.00484,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Anaeroglobus|s__Anaeroglobus_geminatus|t__GCF_000239275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00678,0,0,0,0,0,0,0,0,0.0472,0.00597,0,0,0,0,0,0,0,0,0.00408,0,0,0,0.01061,0.03986,0,0.00267,0,0,0.00731,0.00084,0.01452,0,0.00171,0,0,0,0,0,0,0.00362,0,0,0,0,0,0,0.00038,0,0,0,0,0,0,0,0,0,0,0.00248,0,0,0.01735,0,0.00389,0.02912,0,0,0.04555,0.00147,0.00186,0.01018,0.00067,0,0.00681,0,0.02328,0.02353,0,0,0,0.01124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085,0,0,0,0,0,0,0.7944,0,0.00484,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas,3.68072,2.6083,0.00147,0.0087,0,0,0.00627,0.01466,0.25681,0.00896,0.03571,0,22.88179,0.05435,0.0506,1.57683,0.01402,0,0.73785,0.00038,3.88397,0.11435,0.0063,4.15406,0,1.72003,0,0.58909,0,0.37213,1.11137,1.3402,0.03076,0.014,0.05909,0.0133,2.1702,0.7923,5.83078,1.97921,0,0,0,0,0,0,0,0.41818,0.55821,7.90706,0.00096,0.0173,0.80391,0.2614,0,0,0,0,0,0,0.03006,0.11409,0.04192,6.83069,0.03525,20.42739,0.01535,0.02852,0,2.07599,0.6418,0.0335,0,23.09919,0,14.20918,0.00448,5.08255,0.03352,0,0.01443,0.00665,0.00281,3.85464,8.7908,0,1.19334,0.34254,0.00148,3.3558,0,0.50603,0,0,3.88799,0.63043,0.58338,1.09191,3.60259,1.69434,0.35499,0.00604,4.72233,36.24378,15.92141,0.02571,4.72801,0,0.12859,0,0.02931,3.20429,0,2.97322,0,18.92828,0,0.90185,0.01432,2.58813,0,0.0257,9.52632,0,0.09307,0.0313,0,28.44684,0,0,0.7003,0.33044,0.56772,7.05298,0.0115,0.06124,0.01648,0,0,0.03037,0.00658,0.00727,0.10935,0.03531,0,0.00335,0.02142,0,0,0.00023,0,3.00671,0.01123,0.00711,0.02971,4.80965,0.75085,0.00977,0,0,0,0,0,0,0.01859,0.00904,0.08802,0,0,0,0.00233,0.18155,0,0.00326,0.00794,0.00288,0.00015,0.00627,1.31617,0.00479,0.00377,0.04704,0,0,0,1.51168,0.00523,12.63034,4.57213,0.01148,0.0117,0.01698,0.08479,0.16632,0.00912,0.01612,0.00614,0.04643,0.01325,0.07298,0.0538,0.03092,0.00196,1.48533,0.02194,0.42265,0.01411,1.60356,0,0.09553,0.00312,0.33372,0,0.05546,0.00085,0,41.93972,0.01899,0.0151,0.01961,1.4696,0.03439,0.03284,0.87325,1.73196,0.5602,0.01572,0.04569,0.53859,0.01356,0.00215,0.63766
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_funiformis,0.0216,0,0,0,0,0,0,0,0.05457,0,0.00514,0,3.88725,0.00402,0.00032,0.31701,0,0,0,0,0.37203,0.02374,0,0.15702,0,0.13432,0,0.04193,0,0.03219,0,0,0,0,0.01839,0,0.0004,0.01019,0,0,0,0,0,0,0,0,0,0.02065,0,1.99098,0,0,0,0.0579,0,0,0,0,0,0,0,0,0,0,0,3.25514,0,0,0,0.00314,0.00059,0,0,0.09098,0,0.55836,0,0,0,0,0,0,0,0.82303,0.65562,0,0.24791,0.02318,0,0.53803,0,0,0,0,0.36699,0.05498,0.00449,0.06036,0.2163,0.11525,0.0737,0,0.05435,0.01489,3.4602,0,0,0,0.01127,0,0.00523,0.6816,0,0,0,2.91283,0,0.01211,0,0.31799,0,0,0.00212,0,0.00722,0,0,5.95389,0,0,0.00277,0.04192,0.14615,1.84979,0,0.00344,0,0,0,0,0,0,0.03666,0.00419,0,0,0,0,0,0,0,0.10158,0,0,0,0.03107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29144,0,0.02118,0,0,0,0.00049,0.01548,0.00561,0,0,0,0,0,0,0,0,0,0,0,0.00182,0.0014,0.38629,0,0.00066,0,0.00543,0,0.00055,0,0,4.87235,0,0,0,0,0,0,0.01241,0.4042,0.00736,0,0,0.03335,0,0,0.00067
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_funiformis|t__GCF_000245775,0.0216,0,0,0,0,0,0,0,0.05457,0,0.00514,0,3.88725,0.00402,0.00032,0.31701,0,0,0,0,0.37203,0.02374,0,0.15702,0,0.13432,0,0.04193,0,0.03219,0,0,0,0,0.01839,0,0.0004,0.01019,0,0,0,0,0,0,0,0,0,0.02065,0,1.99098,0,0,0,0.0579,0,0,0,0,0,0,0,0,0,0,0,3.25514,0,0,0,0.00314,0.00059,0,0,0.09098,0,0.55836,0,0,0,0,0,0,0,0.82303,0.65562,0,0.24791,0.02318,0,0.53803,0,0,0,0,0.36699,0.05498,0.00449,0.06036,0.2163,0.11525,0.0737,0,0.05435,0.01489,3.4602,0,0,0,0.01127,0,0.00523,0.6816,0,0,0,2.91283,0,0.01211,0,0.31799,0,0,0.00212,0,0.00722,0,0,5.95389,0,0,0.00277,0.04192,0.14615,1.84979,0,0.00344,0,0,0,0,0,0,0.03666,0.00419,0,0,0,0,0,0,0,0.10158,0,0,0,0.03107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29144,0,0.02118,0,0,0,0.00049,0.01548,0.00561,0,0,0,0,0,0,0,0,0,0,0,0.00182,0.0014,0.38629,0,0.00066,0,0.00543,0,0.00055,0,0,4.87235,0,0,0,0,0,0,0.01241,0.4042,0.00736,0,0,0.03335,0,0,0.00067
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_hypermegale,0.04806,0.93523,0,0,0,0,0,0,0,0,0,0,7.9262,0.00753,0.01101,0.29782,0,0,0.03848,0,0.62923,0.03037,0,1.0424,0,0.713,0,0.14689,0,0.01375,0.00954,0,0,0,0.02255,0,0.54121,0.06205,0.12468,0,0,0,0,0,0,0,0,0.17962,0.03761,0.00298,0,0,0.07189,0,0,0,0,0,0,0,0.00339,0.02843,0,0.95676,0.00143,0.10637,0,0.00263,0,0.54853,0.00419,0.01202,0,7.13648,0,4.88723,0,1.01418,0,0,0,0,0,0,3.805,0,0.01544,0.08525,0,1.2094,0,0.0114,0,0,0.34846,0.24355,0.1236,0.50764,1.46625,0.57731,0,0,0.69396,12.31252,0.14462,0,0.17815,0,0.04073,0,0,0.00272,0,0.11094,0,0.09651,0,0.35887,0,0.00991,0,0.0082,3.22097,0,0.0267,0.00767,0,11.18153,0,0,0.05952,0.10696,0.15795,2.24012,0,0.02157,0,0,0,0.00213,0,0,0.00452,0.01639,0,0,0,0,0,0,0,0.34893,0,0,0,0.7428,0.01941,0,0,0,0,0,0,0,0.00377,0,0.02226,0,0,0,0,0.04868,0,0,0,0,0,0,0.03241,0,0,0.01856,0,0,0,0,0,4.22009,2.29611,0,0,0.00091,0.03625,0.0062,0,0,0,0.0101,0,0.01729,0.00421,0.00323,0,0.58507,0.00438,0.15563,0.00391,0.01585,0,0.03033,0,0.1316,0,0.00219,0,0,3.44446,0,0,0,0.57742,0.00099,0,0.05317,0.01659,0.09941,0,0.00765,0.1915,0,0,0.0394
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_hypermegale|t__GCF_000209975,0.04806,0.93523,0,0,0,0,0,0,0,0,0,0,7.9262,0.00753,0.01101,0.29782,0,0,0.03848,0,0.62923,0.03037,0,1.0424,0,0.713,0,0.14689,0,0.01375,0.00954,0,0,0,0.02255,0,0.54121,0.06205,0.12468,0,0,0,0,0,0,0,0,0.17962,0.03761,0.00298,0,0,0.07189,0,0,0,0,0,0,0,0.00339,0.02843,0,0.95676,0.00143,0.10637,0,0.00263,0,0.54853,0.00419,0.01202,0,7.13648,0,4.88723,0,1.01418,0,0,0,0,0,0,3.805,0,0.01544,0.08525,0,1.2094,0,0.0114,0,0,0.34846,0.24355,0.1236,0.50764,1.46625,0.57731,0,0,0.69396,12.31252,0.14462,0,0.17815,0,0.04073,0,0,0.00272,0,0.11094,0,0.09651,0,0.35887,0,0.00991,0,0.0082,3.22097,0,0.0267,0.00767,0,11.18153,0,0,0.05952,0.10696,0.15795,2.24012,0,0.02157,0,0,0,0.00213,0,0,0.00452,0.01639,0,0,0,0,0,0,0,0.34893,0,0,0,0.7428,0.01941,0,0,0,0,0,0,0,0.00377,0,0.02226,0,0,0,0,0.04868,0,0,0,0,0,0,0.03241,0,0,0.01856,0,0,0,0,0,4.22009,2.29611,0,0,0.00091,0.03625,0.0062,0,0,0,0.0101,0,0.01729,0.00421,0.00323,0,0.58507,0.00438,0.15563,0.00391,0.01585,0,0.03033,0,0.1316,0,0.00219,0,0,3.44446,0,0,0,0.57742,0.00099,0,0.05317,0.01659,0.09941,0,0.00765,0.1915,0,0,0.0394
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_rupellensis,0.43554,0.24781,0,0,0,0,0,0,0,0,0,0,1.154,0.00117,0.0037,0.08224,0,0,0.1261,0,0.44669,0.00458,0.0005,0.78323,0,0.00355,0,0.01874,0,0.07227,0.34479,0.34208,0,0,0.0023,0,0.54378,0.19061,0.21511,0.71767,0,0,0,0,0,0,0,0.00729,0.17447,0.00268,0,0.00177,0.20633,0.00039,0,0,0,0,0,0,0,0.00336,0,3.11209,0.00091,0.43343,0,0.00827,0,0.00939,0.09652,0.00939,0,0.20519,0,0.00157,0,1.04414,0,0,0,0,0,0,0.12819,0,0,0.00409,0,0.16708,0,0.20244,0,0,0.19295,0.01247,0.02752,0.02627,0.05554,0.01537,0.00192,0,1.07878,1.2246,0.11937,0.00488,1.14537,0,0.0045,0,0.00397,0.1301,0,1.08776,0,0.37816,0,0.03085,0,0.0039,0,0.00067,0.00044,0,0.00393,0,0,0.97252,0,0,0.21578,0.007,0.06006,0.79682,0,0.00378,0,0,0,0.0079,0,0,0.00762,0.00083,0,0,0,0,0,0,0,0.23505,0,0,0,0.87628,0.15883,0.00122,0,0,0,0,0,0,0.00302,0,0.00179,0,0,0,0,0.00478,0,0,0.00025,0,0,0,0.26067,0,0,0.00632,0,0,0,0.0007,0,0.00432,0.03206,0,0,0,0.00241,0.01726,0,0,0,0,0,0,0,0.00645,0,0.00515,0,0.00629,0.00113,0.03537,0,0,0,0.01,0,0.00173,0,0,0.25416,0,0,0,0.02776,0,0,0.18178,0.03333,0.01561,0,0,0.0056,0,0,0.20479
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_rupellensis|t__GCF_000378365,0.43554,0.24781,0,0,0,0,0,0,0,0,0,0,1.154,0.00117,0.0037,0.08224,0,0,0.1261,0,0.44669,0.00458,0.0005,0.78323,0,0.00355,0,0.01874,0,0.07227,0.34479,0.34208,0,0,0.0023,0,0.54378,0.19061,0.21511,0.71767,0,0,0,0,0,0,0,0.00729,0.17447,0.00268,0,0.00177,0.20633,0.00039,0,0,0,0,0,0,0,0.00336,0,3.11209,0.00091,0.43343,0,0.00827,0,0.00939,0.09652,0.00939,0,0.20519,0,0.00157,0,1.04414,0,0,0,0,0,0,0.12819,0,0,0.00409,0,0.16708,0,0.20244,0,0,0.19295,0.01247,0.02752,0.02627,0.05554,0.01537,0.00192,0,1.07878,1.2246,0.11937,0.00488,1.14537,0,0.0045,0,0.00397,0.1301,0,1.08776,0,0.37816,0,0.03085,0,0.0039,0,0.00067,0.00044,0,0.00393,0,0,0.97252,0,0,0.21578,0.007,0.06006,0.79682,0,0.00378,0,0,0,0.0079,0,0,0.00762,0.00083,0,0,0,0,0,0,0,0.23505,0,0,0,0.87628,0.15883,0.00122,0,0,0,0,0,0,0.00302,0,0.00179,0,0,0,0,0.00478,0,0,0.00025,0,0,0,0.26067,0,0,0.00632,0,0,0,0.0007,0,0.00432,0.03206,0,0,0,0.00241,0.01726,0,0,0,0,0,0,0,0.00645,0,0.00515,0,0.00629,0.00113,0.03537,0,0,0,0.01,0,0.00173,0,0,0.25416,0,0,0,0.02776,0,0,0.18178,0.03333,0.01561,0,0,0.0056,0,0,0.20479
